ID,Client,Latitude,Longitude,Distance_from_Last,Time_from_Last
14,Client 14,25.854878,-80.27339599999999,2.815439869760274,8.717
19,Client 19,25.85633,-80.287508,1.0041383424260877,4.033
13,Client 13,25.867947,-80.30792,2.045559049051164,7.083
9,Client 9,25.875042,-80.310713,0.7965998483850523,3.85
36,Client 36,25.883882999999997,-80.313973,0.7885220028086047,3.2
0,Home,25.8628876,-80.24720465,8.238781115239789,12.75
41,Client 41,25.88901,-80.22227099999999,3.3436066959126105,10.267
40,Client 40,25.902959,-80.301147,7.245206109336747,15.15
32,Client 32,25.887652,-80.31809799999999,2.18661066027067,7.333
20,Client 20,25.882567,-80.331127,1.2365317459331155,5.2
21,Client 21,25.870162,-80.32715999999999,1.199870754470777,6.183
0,Home,25.8628876,-80.24720465,9.360358904892689,15.833
6,Client 6,25.921676,-80.332595,8.308996234481215,16.15
30,Client 30,25.931565,-80.326758,1.5900928330868556,5.45
29,Client 29,25.933772,-80.327272,0.16652789342214822,1.117
26,Client 26,25.9429,-80.339292,1.4738961313333416,5.717
3,Client 3,25.941636,-80.34614300000001,1.256415673505909,5.6
0,Home,25.8628876,-80.24720465,12.578448308002038,19.567
12,Client 12,25.929776,-80.28321600000001,7.474492649160525,16.233
24,Client 24,25.949633,-80.280748,1.7951458361812915,6.133
16,Client 16,25.950523,-80.26330300000001,1.6441522611753887,5.3
8,Client 8,25.929102,-80.304068,5.577441684168666,11.817
28,Client 28,25.937114,-80.320012,1.4695465221767932,6.267
0,Home,25.8628876,-80.24720465,11.00078292964818,17.733
4,Client 4,25.909754,-80.337282,8.368648017199597,16.45
5,Client 5,25.899725,-80.337944,1.8032236817577394,8.433
22,Client 22,25.874353,-80.326662,3.0403768004275045,14.783
15,Client 15,25.966784,-80.346919,10.627337914921647,18.0
45,Client 45,25.988207,-80.315276,4.14766301713746,11.383
0,Home,25.8628876,-80.24720465,16.611778741595934,22.883
23,Client 23,25.796535000000002,-80.23481899999999,5.6346079759404475,17.767
48,Client 48,25.770551,-80.251593,2.8533436066959124,10.833
11,Client 11,25.767088,-80.27747099999999,2.093404749773199,8.567
7,Client 7,25.755625,-80.302871,2.3170989349671296,8.667
2,Client 2,25.68771,-80.34878499999999,7.051959188238657,13.717
0,Home,25.8628876,-80.24720465,21.90090347595909,27.517
10,Client 10,26.014356,-80.222985,14.454372599947805,23.15
27,Client 27,25.986615,-80.389558,17.499099009531857,24.217
17,Client 17,25.771166,-80.397552,18.80398175649645,24.267
47,Client 47,25.736043,-80.393279,2.8353237973330683,10.167
49,Client 49,25.73555,-80.385851,0.6070811637068612,3.033
0,Home,25.8628876,-80.24720465,22.73851392496303,31.767
51,Client 51,25.721073,-80.381112,18.90091590341382,32.217
46,Client 46,25.702964,-80.39980600000001,2.433295636720643,6.983
43,Client 43,25.700156,-80.417381,1.437235139871003,4.033
37,Client 37,25.71264,-80.43203199999999,2.1977953695303665,5.583
34,Client 34,25.710372,-80.444236,1.3440292293735319,4.85
0,Home,25.8628876,-80.24720465,27.061404053835734,39.7
1,Client 1,25.724319,-80.354282,16.481911839636123,32.633
44,Client 44,25.720914,-80.407891,4.706277107385636,11.767
38,Client 38,25.674866,-80.431113,4.856649309654889,12.7
42,Client 42,25.621769,-80.420698,5.091528204108517,12.7
33,Client 33,25.619406,-80.427357,0.8985049771956205,2.717
0,Home,25.8628876,-80.24720465,30.583966097903488,40.633
39,Client 39,25.602578,-80.423699,28.237041271577166,43.567
31,Client 31,25.607788,-80.426484,1.3434078566368821,4.9
35,Client 35,25.609076,-80.441792,1.353349820423279,4.25
50,Client 50,25.548208,-80.378468,11.866976524538009,22.85
18,Client 18,25.45588,-80.43948,10.939267028719849,18.75
0,Home,25.8628876,-80.24720465,41.73325711161097,47.6
25,Client 25,25.470714,-80.495811,40.84469409820175,55.083
