ID,Client,Latitude,Longitude,Distance_from_Last,Time_from_Last
14,Client 14,25.854878,-80.27339599999999,2.815439869760274,8.717
0,Home,25.8628876,-80.24720465,2.7980414331340797,8.417
41,Client 41,25.88901,-80.22227099999999,3.3436066959126105,10.267
0,Home,25.8628876,-80.24720465,3.366597487168653,10.283
19,Client 19,25.85633,-80.287508,3.9469596231995725,11.533
0,Home,25.8628876,-80.24720465,3.9152696136304326,11.133
13,Client 13,25.867947,-80.30792,4.21228578174904,13.1
0,Home,25.8628876,-80.24720465,4.202343817962643,13.117
36,Client 36,25.883882999999997,-80.313973,8.444455491070874,14.283
0,Home,25.8628876,-80.24720465,8.238781115239789,12.75
40,Client 40,25.902959,-80.301147,6.641853182049784,14.517
0,Home,25.8628876,-80.24720465,6.812109311891831,13.433
20,Client 20,25.882567,-80.331127,8.400338026768738,14.683
0,Home,25.8628876,-80.24720465,8.431406663601228,14.117
32,Client 32,25.887652,-80.31809799999999,8.45688294580387,14.95
0,Home,25.8628876,-80.24720465,8.235674251556539,13.217
9,Client 9,25.875042,-80.310713,4.863484409758038,15.183
0,Home,25.8628876,-80.24720465,4.862241664284738,15.15
21,Client 21,25.870162,-80.32715999999999,9.599587408502865,15.867
0,Home,25.8628876,-80.24720465,9.360358904892689,15.833
6,Client 6,25.921676,-80.332595,8.308996234481215,16.15
0,Home,25.8628876,-80.24720465,8.975729180906459,15.733
12,Client 12,25.929776,-80.28321600000001,7.474492649160525,16.233
0,Home,25.8628876,-80.24720465,7.675817415835063,15.383
4,Client 4,25.909754,-80.337282,8.368648017199597,16.45
0,Home,25.8628876,-80.24720465,9.03538096362484,16.417
8,Client 8,25.929102,-80.304068,9.64805448196155,16.767
0,Home,25.8628876,-80.24720465,10.38624529310152,17.0
30,Client 30,25.931565,-80.326758,8.847726397156599,16.867
0,Home,25.8628876,-80.24720465,9.52067307094834,16.2
3,Client 3,25.941636,-80.34614300000001,12.227994084531547,17.717
0,Home,25.8628876,-80.24720465,12.578448308002038,19.567
26,Client 26,25.9429,-80.339292,11.817266705606025,17.733
0,Home,25.8628876,-80.24720465,11.844607106018618,17.283
23,Client 23,25.796535000000002,-80.23481899999999,5.6346079759404475,17.767
0,Home,25.8628876,-80.24720465,5.2692408067903616,17.017
16,Client 16,25.950523,-80.26330300000001,7.111610970957038,17.85
0,Home,25.8628876,-80.24720465,7.322256328681323,18.0
29,Client 29,25.933772,-80.327272,9.014875663315395,18.0
0,Home,25.8628876,-80.24720465,9.733182546882572,17.35
22,Client 22,25.874353,-80.326662,8.720966358880037,18.317
0,Home,25.8628876,-80.24720465,8.720966358880037,16.717
28,Client 28,25.937114,-80.320012,13.030807660283097,18.9
0,Home,25.8628876,-80.24720465,11.00078292964818,17.733
24,Client 24,25.949633,-80.280748,8.859532479152945,19.633
0,Home,25.8628876,-80.24720465,9.219928666409832,19.183
5,Client 5,25.899725,-80.337944,10.099171088769308,19.95
0,Home,25.8628876,-80.24720465,9.979246150595896,18.617
15,Client 15,25.966784,-80.346919,15.04716219071172,20.95
0,Home,25.8628876,-80.24720465,15.426199560068103,22.267
48,Client 48,25.770551,-80.251593,8.62092534827942,22.867
0,Home,25.8628876,-80.24720465,7.606845042066935,23.583
11,Client 11,25.767088,-80.27747099999999,8.929126225657722,23.017
0,Home,25.8628876,-80.24720465,9.242298084929226,25.033
10,Client 10,26.014356,-80.222985,14.454372599947805,23.15
0,Home,25.8628876,-80.24720465,14.715970522077374,24.183
27,Client 27,25.986615,-80.389558,16.81434625374377,23.383
0,Home,25.8628876,-80.24720465,16.128972125219036,22.017
45,Client 45,25.988207,-80.315276,16.66708091515777,23.7
0,Home,25.8628876,-80.24720465,16.611778741595934,22.883
7,Client 7,25.755625,-80.302871,11.340052443858973,28.65
0,Home,25.8628876,-80.24720465,17.357426025575702,25.267
17,Client 17,25.771166,-80.397552,16.949805510333427,29.633
0,Home,25.8628876,-80.24720465,21.610101035206977,30.017
2,Client 2,25.68771,-80.34878499999999,17.77995948649757,30.433
0,Home,25.8628876,-80.24720465,21.90090347595909,27.517
49,Client 49,25.73555,-80.385851,18.52001441584749,30.883
0,Home,25.8628876,-80.24720465,22.73851392496303,31.767
47,Client 47,25.736043,-80.393279,18.557918152783127,30.933
0,Home,25.8628876,-80.24720465,22.781388643791864,31.25
51,Client 51,25.721073,-80.381112,18.90091590341382,32.217
0,Home,25.8628876,-80.24720465,22.73851392496303,29.3
1,Client 1,25.724319,-80.354282,16.481911839636123,32.633
0,Home,25.8628876,-80.24720465,21.09436166378764,30.7
44,Client 44,25.720914,-80.407891,19.626057887084148,33.033
0,Home,25.8628876,-80.24720465,23.837100923359888,32.883
46,Client 46,25.702964,-80.39980600000001,20.438813426622094,34.65
0,Home,25.8628876,-80.24720465,24.78717983769744,34.117
43,Client 43,25.700156,-80.417381,21.728783227907094,37.733
0,Home,25.8628876,-80.24720465,26.059751202356246,36.983
37,Client 37,25.71264,-80.43203199999999,21.6902581182348,38.1
0,Home,25.8628876,-80.24720465,26.226900468515044,37.25
38,Client 38,25.674866,-80.431113,23.298992133421155,39.15
0,Home,25.8628876,-80.24720465,28.652118259659236,36.917
34,Client 34,25.710372,-80.444236,22.716144506443634,40.5
0,Home,25.8628876,-80.24720465,27.061404053835734,39.7
42,Client 42,25.621769,-80.420698,25.43837846570644,40.65
0,Home,25.8628876,-80.24720465,29.826512731927373,39.95
33,Client 33,25.619406,-80.427357,25.941690382392785,41.717
0,Home,25.8628876,-80.24720465,30.583966097903488,40.633
39,Client 39,25.602578,-80.423699,28.237041271577166,43.567
0,Home,25.8628876,-80.24720465,32.64940907452745,42.95
31,Client 31,25.607788,-80.426484,27.067617781202234,43.683
0,Home,25.8628876,-80.24720465,31.31656455441361,42.617
50,Client 50,25.548208,-80.378468,30.927585221270835,43.7
0,Home,25.8628876,-80.24720465,33.79522040090969,42.883
35,Client 35,25.609076,-80.441792,27.429878086669067,44.783
0,Home,25.8628876,-80.24720465,31.653348577677807,43.7
18,Client 18,25.45588,-80.43948,38.471671616936135,52.117
0,Home,25.8628876,-80.24720465,41.73325711161097,47.6
25,Client 25,25.470714,-80.495811,40.84469409820175,55.083
